"Time","signal strenght"
"0.046478778","-32dBm"
"0.149709582","-32dBm"
"2.709146579","-38dBm"
"2.811455840","-45dBm"
"2.913694272","-66dBm"
"3.528142839","-45dBm"
"3.631371488","-40dBm"
"6.293373419","-69dBm"
"6.395699074","-70dBm"
"7.013278053","-80dBm"
"7.112498658","-80dBm"
"7.214666417","-38dBm"
"9.877328339","-32dBm"
"9.979741341","-68dBm"
"10.594331376","-36dBm"
"10.798770917","-34dBm"
"13.358900349","-67dBm"
"13.461400981","-71dBm"
"13.563576022","-70dBm"
"14.178446272","-38dBm"
"14.280758311","-39dBm"
"15.201712269","-108dBm"
"16.942817139","-38dBm"
"17.044941147","-70dBm"
"17.148350639","-70dBm"
"17.666874758","-34dBm"
"17.762168109","-69dBm"
"17.864349128","-70dBm"
"17.867625545","-33dBm"
"17.869093774","-34dBm"
"20.526790954","-67dBm"
"20.629066419","-66dBm"
"21.243706457","-67dBm"
"21.345874119","-34dBm"
"21.448221101","-66dBm"
"24.008875585","-33dBm"
"24.111197517","-67dBm"
"24.213406970","-68dBm"
"24.827444911","-36dBm"
"24.930711593","-66dBm"
"27.592518534","-68dBm"
"27.694787434","-34dBm"
"28.319768835","-67dBm"
"28.514268463","-36dBm"
"29.436196285","-108dBm"
"31.176255871","-67dBm"
"31.279622462","-67dBm"
"31.996296683","-36dBm"
"32.066807375","-36dBm"
"32.068028452","-37dBm"
"32.069258791","-37dBm"
"32.070500099","-37dBm"
"32.071782529","-37dBm"
"32.074604569","-37dBm"
"32.075844065","-37dBm"
"32.098519796","-37dBm"
"32.917578667","-86dBm"
"34.658032094","-32dBm"
"34.760365833","-67dBm"
"34.816259990","-33dBm"
"34.817653979","-34dBm"
"34.818893748","-33dBm"
"34.862627802","-68dBm"
"35.639938490","-35dBm"
"35.641192169","-35dBm"
"35.642437705","-35dBm"
"38.242229090","-35dBm"
"38.344452982","-73dBm"
"39.163929278","-40dBm"
"41.826461912","-72dBm"
"41.928684728","-71dBm"
"42.543233670","-39dBm"
"42.645440994","-40dBm"
"42.747766478","-70dBm"
"43.669915065","-88dBm"
"45.307866545","-35dBm"
"45.410098198","-72dBm"
"45.512453797","-34dBm"
"46.127034859","-38dBm"
"46.229258500","-38dBm"
"47.150787542","-108dBm"
"47.253042403","-105dBm"
"48.891474204","-68dBm"
"48.993861823","-72dBm"
"49.608517956","-42dBm"
"49.710787000","-71dBm"
"50.632305425","-91dBm"
"52.475533109","-71dBm"
"52.578853631","-71dBm"
"53.192943802","-42dBm"
"53.295557523","-42dBm"
"55.957560856","-35dBm"
"56.059922081","-35dBm"
"56.162133967","-69dBm"
"56.776753151","-45dBm"
"56.878987546","-41dBm"
"57.800363501","-108dBm"
"57.903613921","-108dBm"
"59.541367277","-69dBm"
"59.643609139","-68dBm"
"60.360715269","-69dBm"
"60.462900529","-69dBm"
"63.125204827","-69dBm"
"63.228573991","-69dBm"
"63.842193778","-41dBm"
"63.944360729","-68dBm"
"66.606750470","-45dBm"
"66.710080107","-68dBm"
"66.812320994","-69dBm"
"67.425941272","-44dBm"
"67.529246536","-44dBm"
"70.191511911","-69dBm"
"70.293705290","-68dBm"
"70.907948542","-52dBm"
"71.010249844","-51dBm"
"71.112399927","-70dBm"
"73.775528333","-69dBm"
"73.877981788","-41dBm"
"74.491797919","-67dBm"
"74.593908295","-42dBm"
"74.697240258","-43dBm"
