"Time","signal strenght"
"0.084142754","-34dBm"
"0.289678934","-69dBm"
"1.108827836","-108dBm"
"1.233741575","-89dBm"
"1.313480742","-108dBm"
"2.951871906","-71dBm"
"3.057097463","-31dBm"
"3.668804452","-34dBm"
"3.771037986","-70dBm"
"4.692751220","-90dBm"
"6.433492580","-30dBm"
"6.535828901","-72dBm"
"6.637977844","-30dBm"
"7.355032909","-34dBm"
"10.017051810","-70dBm"
"10.119357491","-70dBm"
"10.733810765","-68dBm"
"10.836263618","-33dBm"
"10.939442876","-33dBm"
"11.860610422","-78dBm"
"13.601664552","-70dBm"
"13.712013479","-70dBm"
"14.523276075","-34dBm"
"15.342604397","-108dBm"
"17.082495986","-31dBm"
"17.185936737","-71dBm"
"17.288191832","-72dBm"
"17.901973977","-70dBm"
"18.004186191","-33dBm"
"20.666879819","-70dBm"
"20.769090490","-70dBm"
"21.383784880","-33dBm"
"21.486025095","-70dBm"
"21.588248144","-32dBm"
"24.250877116","-72dBm"
"24.366812300","-30dBm"
"24.968443356","-33dBm"
"25.172937286","-33dBm"
"27.732341526","-31dBm"
"27.835737558","-68dBm"
"27.937966885","-70dBm"
"28.551848149","-68dBm"
"28.654119107","-32dBm"
"31.317102751","-70dBm"
"31.419399189","-29dBm"
"32.033929518","-34dBm"
"32.136257311","-68dBm"
"32.238492398","-33dBm"
"34.848266390","-72dBm"
"34.868186058","-29dBm"
"34.900766357","-28dBm"
"35.003082535","-71dBm"
"35.617766932","-32dBm"
"35.719974304","-71dBm"
"36.680362118","-85dBm"
"36.743895460","-108dBm"
"38.382462445","-29dBm"
"38.485594205","-28dBm"
"38.586835085","-29dBm"
"39.304329648","-68dBm"
"41.966180818","-69dBm"
"42.068352322","-69dBm"
"42.682969051","-33dBm"
"42.785361607","-69dBm"
"42.887504435","-33dBm"
"43.706790019","-86dBm"
"43.813101787","-78dBm"
"45.550832986","-31dBm"
"45.653046875","-69dBm"
"46.267750664","-33dBm"
"46.370026654","-33dBm"
"49.032363302","-30dBm"
"49.139872529","-71dBm"
"49.237126383","-70dBm"
"49.851590978","-32dBm"
"49.954000569","-33dBm"
"50.876136673","-108dBm"
"52.616491899","-27dBm"
"52.718737343","-27dBm"
"52.820976363","-28dBm"
"53.434868194","-33dBm"
"54.356604765","-108dBm"
"54.467541118","-105dBm"
"54.535215801","-108dBm"
"54.536430928","-108dBm"
"54.537729268","-108dBm"
"54.540436009","-94dBm"
"54.542932449","-88dBm"
"54.544407621","-87dBm"
"54.545642158","-87dBm"
"54.547219991","-87dBm"
"54.548484925","-85dBm"
"54.561906001","-85dBm"
"56.199795809","-70dBm"
"56.301962846","-71dBm"
"56.916992585","-32dBm"
"57.019262318","-69dBm"
"57.941444983","-114dBm"
"58.042686005","-108dBm"
"58.145910400","-85dBm"
"59.681591838","-72dBm"
"59.794902253","-72dBm"
"59.886161146","-72dBm"
"60.500789611","-70dBm"
"60.603034858","-32dBm"
"63.265764416","-28dBm"
"63.368106407","-69dBm"
"63.470317636","-28dBm"
"63.983036545","-63dBm"
"65.006909657","-90dBm"
"66.849614661","-75dBm"
"66.951847827","-69dBm"
"67.566547588","-30dBm"
"67.668710427","-31dBm"
"67.771992602","-31dBm"
"70.331457903","-29dBm"
"70.536746375","-70dBm"
"71.150416853","-69dBm"
"71.252641621","-33dBm"
"73.915098857","-29dBm"
"74.017343627","-69dBm"
"74.734297293","-33dBm"
"75.655907184","-108dBm"
"77.499083950","-29dBm"
"77.522302249","-30dBm"
"77.528951544","-30dBm"
"77.601293847","-29dBm"
"78.216520097","-32dBm"
"78.318736739","-33dBm"
"78.420963590","-32dBm"
"79.342161226","-114dBm"
"80.981054809","-29dBm"
"81.083281909","-70dBm"
"81.185567738","-70dBm"
"81.904878537","-33dBm"
"82.824321059","-108dBm"
