"Time","signal strenght"
"0.000000000","-90dBm"
"1.843450375","-37dBm"
"1.945746586","-70dBm"
"2.559614642","-39dBm"
"2.661732821","-41dBm"
"3.583419201","-88dBm"
"3.789081637","-108dBm"
"5.324308011","-35dBm"
"5.427540193","-71dBm"
"5.529866537","-72dBm"
"8.908930955","-73dBm"
"9.011235798","-73dBm"
"9.079423646","-73dBm"
"9.080665884","-73dBm"
"9.089967466","-73dBm"
"9.113507084","-73dBm"
"9.625033021","-74dBm"
"9.830630689","-44dBm"
"12.492506080","-73dBm"
"12.594737653","-72dBm"
"13.210635509","-39dBm"
"13.311769261","-71dBm"
"13.414035653","-39dBm"
"14.438153732","-108dBm"
"15.974571299","-72dBm"
"16.076821833","-35dBm"
"16.179108928","-72dBm"
"16.793812322","-71dBm"
"16.895888573","-72dBm"
"19.558005538","-71dBm"
"19.661342106","-71dBm"
"20.377279027","-70dBm"
"20.479583902","-71dBm"
"21.401247902","-108dBm"
"23.142938273","-66dBm"
"23.245144059","-70dBm"
"23.961173257","-69dBm"
"24.064273165","-69dBm"
"24.883606131","-108dBm"
"26.624107307","-35dBm"
"26.726305687","-70dBm"
"26.828737391","-69dBm"
"27.443409860","-70dBm"
"30.207946116","-36dBm"
"30.310316497","-71dBm"
"30.412603014","-37dBm"
"30.925649688","-69dBm"
"30.938131912","-69dBm"
"33.792479718","-70dBm"
"33.894843317","-68dBm"
"34.519661363","-70dBm"
"34.610916753","-70dBm"
"34.713045433","-69dBm"
"37.273149448","-69dBm"
"37.376391240","-70dBm"
"37.478682479","-35dBm"
"38.092322869","-70dBm"
"38.195486111","-39dBm"
"40.857976415","-70dBm"
"40.960334122","-72dBm"
"41.676254450","-38dBm"
"41.779691681","-71dBm"
"44.441897289","-36dBm"
"44.544151243","-71dBm"
"45.158873672","-69dBm"
"45.261243979","-39dBm"
"45.363373238","-40dBm"
"46.285005001","-108dBm"
"47.918410410","-38dBm"
"47.919647681","-38dBm"
"47.923244941","-38dBm"
"48.025565832","-68dBm"
"48.127795599","-69dBm"
"48.844774218","-70dBm"
"49.766731845","-108dBm"
"51.507550996","-71dBm"
"51.609779455","-71dBm"
"52.224432075","-69dBm"
"52.428957798","-44dBm"
"53.350478533","-90dBm"
"55.031154187","-69dBm"
"55.038976442","-70dBm"
"55.091139786","-43dBm"
"55.193503368","-69dBm"
"55.808432199","-41dBm"
"55.910652454","-41dBm"
"56.012920751","-41dBm"
"58.572958207","-70dBm"
"58.675281117","-70dBm"
"58.777628750","-70dBm"
"59.494511962","-42dBm"
"60.518811191","-108dBm"
"62.156706122","-69dBm"
"62.259027646","-70dBm"
"62.873646403","-70dBm"
"62.975771765","-69dBm"
"63.078125834","-42dBm"
"63.999944814","-90dBm"
"65.740970971","-70dBm"
"65.843159337","-37dBm"
"66.457774644","-41dBm"
"66.560059656","-41dBm"
"67.490486575","-108dBm"
"67.616934101","-108dBm"
"67.618163428","-108dBm"
"69.222533925","-38dBm"
"69.324750015","-70dBm"
"69.427570800","-70dBm"
"70.041288929","-42dBm"
"71.168482855","-108dBm"
"72.806922820","-71dBm"
"72.909204700","-34dBm"
"73.523826868","-45dBm"
"73.625981809","-69dBm"
"73.728318108","-70dBm"
"76.391128477","-70dBm"
"76.493336051","-69dBm"
"77.209763588","-49dBm"
"78.230966431","-108dBm"
"78.232495098","-108dBm"
"78.234012115","-105dBm"
"79.872829822","-36dBm"
"79.975074403","-34dBm"
"80.077373836","-69dBm"
"83.456567275","-69dBm"
"83.558980689","-36dBm"
"84.172629793","-66dBm"
"86.938185604","-41dBm"
"87.040550490","-67dBm"
"87.142796774","-70dBm"
"87.757493644","-41dBm"
