"Time","signal strenght"
"1.178571441","-38dBm"
"1.281545782","-38dBm"
"1.382749189","-38dBm"
"1.997989225","-40dBm"
"2.100232254","-40dBm"
"4.761944415","-37dBm"
"4.967502553","-75dBm"
"5.581174145","-40dBm"
"6.710327751","-90dBm"
"8.345807589","-37dBm"
"8.449147514","-36dBm"
"8.551360354","-74dBm"
"11.930486630","-37dBm"
"12.032658281","-74dBm"
"12.647387318","-74dBm"
"12.749633301","-74dBm"
"15.513708949","-37dBm"
"15.617738999","-36dBm"
"16.333648696","-40dBm"
"18.995886128","-74dBm"
"19.098187409","-37dBm"
"19.201470493","-38dBm"
"19.815300952","-40dBm"
"19.917578792","-40dBm"
"22.579548241","-37dBm"
"22.681694772","-74dBm"
"23.296441255","-40dBm"
"23.398717651","-74dBm"
"23.501554030","-40dBm"
"26.163268901","-37dBm"
"26.266545133","-37dBm"
"26.881396721","-40dBm"
"27.085451080","-74dBm"
"29.644823645","-37dBm"
"29.748170626","-36dBm"
"29.850415557","-75dBm"
"30.467812590","-40dBm"
"30.567030511","-74dBm"
"33.332056114","-74dBm"
"33.434403116","-37dBm"
"34.048047634","-73dBm"
"34.151235982","-39dBm"
"35.072719431","-89dBm"
"36.813565635","-74dBm"
"36.916567915","-53dBm"
"37.529766958","-79dBm"
"37.631915966","-40dBm"
"40.397105180","-38dBm"
"40.499296892","-38dBm"
"41.216402491","-40dBm"
"43.878730487","-37dBm"
"43.980897257","-75dBm"
"44.083199980","-37dBm"
"44.697976693","-40dBm"
"44.800210102","-40dBm"
"45.722550104","-95dBm"
"47.463087846","-37dBm"
"47.565436377","-80dBm"
"48.281767414","-40dBm"
"48.384211100","-40dBm"
"51.046307423","-73dBm"
"51.149576608","-79dBm"
"51.773065555","-73dBm"
"51.866338691","-74dBm"
"54.528554651","-37dBm"
"54.630803745","-37dBm"
"54.733136389","-37dBm"
"55.449978633","-40dBm"
"58.122957420","-78dBm"
"58.214392139","-36dBm"
"58.931135519","-40dBm"
"61.799000843","-36dBm"
"62.427434513","-40dBm"
"62.515675021","-40dBm"
