"Time","signal strenght"
"0.000000000","-42dBm"
"6.247127775","-36dBm"
"6.349402606","-37dBm"
"6.452142839","-90dBm"
"6.965090395","-43dBm"
"7.167732395","-44dBm"
"9.935071872","-41dBm"
"10.547280604","-82dBm"
"10.649537266","-83dBm"
"10.693590266","-45dBm"
"14.131582582","-50dBm"
"17.715324619","-82dBm"
"20.584406446","-36dBm"
"21.197310755","-45dBm"
"21.299575715","-43dBm"
"21.401939218","-81dBm"
"24.884953345","-43dBm"
"28.364838201","-43dBm"
"31.129946400","-82dBm"
"31.238145159","-41dBm"
"32.051981579","-43dBm"
"34.714017322","-38dBm"
"34.844476969","-40dBm"
"34.896031216","-55dBm"
"35.532506410","-42dBm"
"35.634744413","-41dBm"
"39.014525582","-42dBm"
"41.892650598","-38dBm"
"42.700765683","-43dBm"
"45.364812836","-39dBm"
"45.466187788","-39dBm"
"45.568522914","-38dBm"
"46.182114515","-42dBm"
"48.948531974","-39dBm"
"49.883138760","-83dBm"
"52.532797618","-38dBm"
"52.634213546","-37dBm"
"53.349941099","-42dBm"
"56.013212231","-39dBm"
"56.115510644","-38dBm"
"56.934043603","-42dBm"
"59.699738721","-38dBm"
"59.802140735","-83dBm"
"60.313731726","-42dBm"
"60.518272520","-42dBm"
