"Time","signal strenght"
"0.704395860","-37dBm"
"1.318976955","-40dBm"
"1.421219313","-39dBm"
"1.524350252","-40dBm"
"4.186539432","-35dBm"
"4.288832546","-77dBm"
"4.902804306","-38dBm"
"7.671680793","-36dBm"
"7.769948396","-36dBm"
"8.385194890","-37dBm"
"8.589832882","-42dBm"
"11.252421296","-37dBm"
"11.354697867","-36dBm"
"11.968687938","-39dBm"
"12.173144277","-39dBm"
"14.733490850","-33dBm"
"14.835696886","-33dBm"
"14.938039451","-34dBm"
"18.420129254","-53dBm"
"18.522348179","-35dBm"
"21.901927681","-36dBm"
"22.721106722","-39dBm"
"25.587988675","-36dBm"
"26.317092078","-39dBm"
"26.407379758","-40dBm"
"29.786059727","-77dBm"
"29.888313352","-38dBm"
"32.551594720","-35dBm"
"32.653819592","-37dBm"
"32.756133772","-37dBm"
"33.370102076","-38dBm"
"33.472301410","-39dBm"
"36.134685535","-36dBm"
"36.238059332","-36dBm"
"37.056885099","-39dBm"
"39.821876119","-38dBm"
"40.494117517","-41dBm"
"40.508081834","-77dBm"
"40.509322277","-77dBm"
"40.510587605","-77dBm"
"40.511839835","-70dBm"
"40.516845569","-77dBm"
"43.203104546","-39dBm"
"43.304311729","-39dBm"
"44.020304735","-42dBm"
"46.790390900","-76dBm"
"46.886650654","-36dBm"
"47.705859091","-76dBm"
"50.369054499","-38dBm"
"51.089312631","-77dBm"
"53.952086747","-36dBm"
"54.055444319","-35dBm"
"54.669249948","-39dBm"
"54.873750293","-41dBm"
"57.539237203","-72dBm"
"57.638481328","-36dBm"
"61.223424581","-77dBm"
