"Time","signal strenght"
"2.153701715","-44dBm"
"2.256933014","-44dBm"
"5.635222873","-69dBm"
"5.740585569","-50dBm"
"8.503247780","-53dBm"
"9.219825142","-43dBm"
"9.322144149","-45dBm"
"11.985538475","-48dBm"
"12.906413958","-49dBm"
"16.285266570","-71dBm"
"20.996159371","-90dBm"
"23.556921511","-47dBm"
"24.477684581","-94dBm"
"26.627487088","-103dBm"
"30.518916288","-44dBm"
"30.621289815","-44dBm"
"34.012040127","-49dBm"
"34.205982924","-76dBm"
"35.033257183","-93dBm"
"35.245296410","-90dBm"
"35.255989268","-94dBm"
"35.258511456","-93dBm"
"37.686447062","-43dBm"
"41.168174185","-43dBm"
"41.374114906","-40dBm"
"44.752840555","-42dBm"
"44.855091152","-42dBm"
"51.307725719","-38dBm"
"51.921959661","-41dBm"
"54.789045656","-38dBm"
"55.401736850","-41dBm"
"55.504412749","-71dBm"
"58.985885741","-41dBm"
"59.088193704","-41dBm"
"59.190453338","-41dBm"
"62.672651103","-108dBm"
"63.595608859","-108dBm"
