"Time","signal strenght"
"1.359524736","-36dBm"
"1.461886567","-34dBm"
"2.076597369","-37dBm"
"2.178877590","-38dBm"
"2.281172929","-37dBm"
"4.841571156","-35dBm"
"4.943912550","-65dBm"
"5.046141591","-36dBm"
"5.661296985","-35dBm"
"5.762565044","-36dBm"
"8.425154224","-47dBm"
"8.527351092","-48dBm"
"8.629708460","-64dBm"
"9.244324968","-52dBm"
"9.346560565","-49dBm"
"12.112259807","-52dBm"
"15.593631624","-54dBm"
"15.695962748","-56dBm"
"16.314363686","-53dBm"
"16.412618784","-64dBm"
"16.514866505","-50dBm"
"19.075456008","-65dBm"
"19.177636959","-56dBm"
"19.289208994","-58dBm"
"19.894307847","-54dBm"
"22.351959386","-86dBm"
"22.659298009","-65dBm"
"22.863829996","-60dBm"
"23.480161494","-55dBm"
"23.580435506","-57dBm"
"26.345069124","-58dBm"
"26.965819140","-64dBm"
"27.164248941","-58dBm"
"29.929640550","-55dBm"
"30.646569513","-64dBm"
"30.748849716","-64dBm"
"33.514034963","-54dBm"
"36.892803733","-58dBm"
"36.995037268","-54dBm"
"37.097397408","-50dBm"
"37.814241467","-55dBm"
"40.476795324","-56dBm"
"41.193792839","-53dBm"
"41.295951233","-64dBm"
"44.060712221","-54dBm"
"44.162972799","-66dBm"
"44.777952362","-52dBm"
"44.880328092","-63dBm"
"47.644947988","-50dBm"
"47.747623023","-65dBm"
"48.361808361","-58dBm"
"48.464005784","-63dBm"
"51.127029760","-48dBm"
"51.229359213","-71dBm"
"51.844385016","-59dBm"
"52.047983568","-63dBm"
"54.710791625","-48dBm"
"54.813011286","-47dBm"
"55.632148456","-48dBm"
"58.192065095","-65dBm"
"58.294243703","-65dBm"
"58.397652885","-45dBm"
"59.011834554","-49dBm"
"59.113977631","-48dBm"
"61.775922196","-48dBm"
"61.879258472","-48dBm"
"61.981527602","-65dBm"
"62.595111200","-52dBm"
"62.697573643","-65dBm"
"65.360054919","-56dBm"
"65.462305455","-52dBm"
"66.078381608","-58dBm"
"66.179785002","-70dBm"
"66.201589870","-59dBm"
"66.281969268","-58dBm"
"66.617926507","-69dBm"
"66.621718453","-71dBm"
"68.944395301","-56dBm"
"69.046807052","-71dBm"
"69.661217529","-59dBm"
"69.763471103","-61dBm"
"69.865797711","-64dBm"
