"Time","signal strenght"
"1.130957325","-35dBm"
"1.233269592","-35dBm"
"1.335702413","-39dBm"
"2.052495694","-41dBm"
"4.714332594","-53dBm"
"4.817674893","-39dBm"
"4.919929463","-39dBm"
"5.534290780","-44dBm"
"5.636600895","-70dBm"
"8.300893724","-54dBm"
"8.401379057","-36dBm"
"9.015781046","-42dBm"
"9.220605121","-70dBm"
"10.039791762","-90dBm"
"10.142191237","-92dBm"
"11.882877422","-40dBm"
"11.985340062","-40dBm"
"12.702388961","-55dBm"
"13.623902548","-92dBm"
"15.364578851","-77dBm"
"15.467012444","-40dBm"
"15.569389220","-41dBm"
"16.286167855","-44dBm"
"18.948640707","-76dBm"
"19.051137475","-41dBm"
"19.155845041","-54dBm"
"19.768023364","-44dBm"
"23.351359253","-43dBm"
"23.453661622","-44dBm"
"26.937067988","-42dBm"
"27.857492781","-87dBm"
"27.966356997","-94dBm"
"29.598399187","-41dBm"
"29.700701246","-41dBm"
"29.803081660","-41dBm"
"30.417487959","-45dBm"
"30.522039460","-69dBm"
"33.182299821","-42dBm"
"33.294529074","-71dBm"
"33.899365125","-45dBm"
"34.104000715","-46dBm"
"37.483263881","-46dBm"
"37.588200321","-46dBm"
"37.687512381","-77dBm"
"38.507163715","-94dBm"
"40.452761921","-70dBm"
"41.066763644","-46dBm"
"41.169474154","-45dBm"
"43.832210931","-42dBm"
"43.947784979","-41dBm"
"43.976389791","-76dBm"
"43.987629824","-71dBm"
"43.988902080","-71dBm"
"43.990140974","-76dBm"
"44.000335598","-41dBm"
"44.006329395","-43dBm"
"44.007574651","-42dBm"
"44.008809781","-42dBm"
"44.010009410","-42dBm"
"44.011228872","-42dBm"
"44.012465991","-42dBm"
"44.014914919","-56dBm"
"44.016190635","-71dBm"
"44.036058904","-70dBm"
"44.651216643","-45dBm"
"44.753651737","-70dBm"
"47.415824403","-42dBm"
"47.518379193","-41dBm"
"48.132841248","-45dBm"
"48.336451984","-70dBm"
"51.818091324","-69dBm"
"51.921617064","-45dBm"
"54.584041636","-42dBm"
"55.299662243","-46dBm"
"55.403472337","-46dBm"
"58.167579596","-39dBm"
"58.884920493","-47dBm"
"61.648419747","-41dBm"
"61.752082191","-41dBm"
"62.365426248","-43dBm"
"62.467694391","-43dBm"
