"Time","signal strenght"
"0.722448041","-88dBm"
"1.234303994","-43dBm"
"1.339106016","-43dBm"
"1.439395454","-48dBm"
"4.101200394","-39dBm"
"4.203551081","-40dBm"
"4.817959139","-43dBm"
"4.920397758","-43dBm"
"7.582929295","-41dBm"
"7.698414919","-41dBm"
"7.787650295","-42dBm"
"8.402035849","-44dBm"
"8.504405783","-44dBm"
"11.167047896","-42dBm"
"11.269308914","-75dBm"
"11.986135838","-67dBm"
"12.088461412","-44dBm"
"14.756647356","-41dBm"
"14.857900256","-43dBm"
"15.570618563","-42dBm"
"16.696208655","-89dBm"
"18.334795680","-42dBm"
"19.051569680","-44dBm"
"19.071200316","-54dBm"
"19.072427026","-44dBm"
"19.076109090","-53dBm"
"19.077356845","-44dBm"
"19.078634737","-43dBm"
"19.099179827","-54dBm"
"19.104092422","-45dBm"
"19.107998016","-44dBm"
"19.154015698","-44dBm"
"20.180302857","-93dBm"
"21.919233867","-39dBm"
"22.740345853","-42dBm"
"23.762353514","-88dBm"
"25.400455735","-40dBm"
"25.503102117","-55dBm"
"26.219560864","-44dBm"
"27.243985060","-96dBm"
"28.984379682","-41dBm"
"29.806749770","-68dBm"
"29.906009392","-44dBm"
"32.568433180","-74dBm"
"32.670812577","-69dBm"
"33.285227638","-43dBm"
"36.050030906","-40dBm"
"36.152446952","-69dBm"
"36.871000790","-43dBm"
"36.973997472","-43dBm"
"37.893735568","-92dBm"
"37.995923477","-92dBm"
"39.634035893","-42dBm"
"39.743149932","-41dBm"
"40.350979561","-68dBm"
"40.461550861","-43dBm"
"40.558878929","-74dBm"
"41.477414328","-89dBm"
"43.124921576","-68dBm"
"43.935031606","-43dBm"
"44.037272052","-44dBm"
"44.958989135","-93dBm"
"45.061349174","-108dBm"
"46.904431480","-40dBm"
"47.518996095","-44dBm"
"47.621252091","-44dBm"
"48.451953216","-92dBm"
"48.543216063","-90dBm"
"50.283634396","-39dBm"
"51.115637826","-42dBm"
"52.024522424","-94dBm"
"52.126819284","-87dBm"
"52.229259463","-91dBm"
"53.779011846","-39dBm"
"53.868122718","-75dBm"
"53.970383110","-39dBm"
"55.506351623","-65dBm"
"57.349524137","-40dBm"
"57.452047796","-41dBm"
"58.271081590","-46dBm"
"59.108547682","-91dBm"
"59.119262564","-91dBm"
"59.126781841","-92dBm"
"59.129240147","-88dBm"
"59.135397123","-91dBm"
"59.192705193","-91dBm"
"60.933194839","-68dBm"
"61.035576450","-42dBm"
"61.650083032","-68dBm"
"61.752438567","-44dBm"
