"Time","signal strenght"
"0.008002239","-44dBm"
"0.110459567","-42dBm"
"0.724952758","-53dBm"
"0.929151881","-54dBm"
"3.591992371","-51dBm"
"3.694214286","-43dBm"
"4.308903200","-50dBm"
"4.411146789","-76dBm"
"4.513727799","-47dBm"
"7.073514732","-48dBm"
"7.175717978","-47dBm"
"7.278091137","-44dBm"
"7.892359776","-46dBm"
"7.995611190","-71dBm"
"8.932813617","-96dBm"
"8.948720884","-93dBm"
"10.657170348","-42dBm"
"10.760506291","-41dBm"
"10.862745919","-42dBm"
"11.486547980","-45dBm"
"14.343421889","-40dBm"
"14.958164601","-44dBm"
"15.163102150","-45dBm"
"16.085073142","-94dBm"
"17.825913912","-41dBm"
"17.928235717","-40dBm"
"18.542627333","-45dBm"
"18.747188540","-70dBm"
"21.307026429","-45dBm"
"21.409296324","-46dBm"
"21.512042091","-71dBm"
"22.228892397","-47dBm"
"23.275935928","-87dBm"
"24.891518486","-45dBm"
"24.993784580","-46dBm"
"25.095767645","-71dBm"
"25.097021434","-72dBm"
"25.817077181","-71dBm"
"28.474971670","-44dBm"
"28.577312114","-44dBm"
"29.294396852","-46dBm"
"29.398053669","-48dBm"
"32.087727702","-47dBm"
"35.745918090","-44dBm"
"36.359433955","-71dBm"
"36.564936801","-47dBm"
"39.124966697","-44dBm"
"39.227335187","-47dBm"
"39.945503941","-48dBm"
"42.708694081","-46dBm"
"42.811517440","-71dBm"
"42.918280256","-46dBm"
"43.527959115","-50dBm"
"46.292483598","-45dBm"
"46.394907858","-78dBm"
"47.009072855","-72dBm"
"47.111277664","-49dBm"
"47.214621373","-48dBm"
"49.978585653","-72dBm"
"53.357977759","-50dBm"
"53.460178640","-50dBm"
"54.177851780","-71dBm"
"56.942433029","-72dBm"
"57.045021197","-47dBm"
"57.147262550","-48dBm"
"57.762875468","-50dBm"
"57.772142956","-50dBm"
"57.784382185","-70dBm"
"60.516503424","-71dBm"
"60.526431327","-51dBm"
"60.628739464","-52dBm"
"61.242501129","-51dBm"
