"Time","signal strenght"
"0.666766317","-55dBm"
"0.730429969","-50dBm"
"0.733394260","-49dBm"
"0.742993017","-50dBm"
"0.744230655","-49dBm"
"0.751055157","-49dBm"
"0.770535048","-51dBm"
"3.431773114","-54dBm"
"3.534046788","-56dBm"
"4.148273798","-56dBm"
"6.912619383","-54dBm"
"7.732327147","-51dBm"
"7.834565880","-78dBm"
"7.936888237","-50dBm"
"14.081722597","-55dBm"
"14.291822031","-73dBm"
"14.900263356","-55dBm"
"15.002581882","-73dBm"
"17.665702212","-51dBm"
"17.767071301","-52dBm"
"18.381005450","-78dBm"
"18.484268935","-79dBm"
"18.507972946","-56dBm"
"18.509634808","-59dBm"
"18.519913046","-57dBm"
"18.522375584","-58dBm"
"18.526187808","-58dBm"
"18.528035883","-57dBm"
"21.249590789","-72dBm"
"21.965510846","-77dBm"
"24.945551287","-45dBm"
"25.550002259","-47dBm"
"25.652311287","-47dBm"
"31.899164831","-46dBm"
"32.717859992","-51dBm"
"35.599200170","-57dBm"
"36.204576287","-57dBm"
"39.075479941","-63dBm"
"39.168623702","-62dBm"
"39.782921288","-57dBm"
"39.885304285","-56dBm"
"40.780649014","-95dBm"
"42.548991543","-44dBm"
"43.264871392","-48dBm"
"43.469484332","-77dBm"
"46.235407696","-49dBm"
"46.849128072","-50dBm"
"46.951519147","-49dBm"
"47.053900421","-79dBm"
"50.435219885","-78dBm"
"50.535594352","-51dBm"
"54.221413476","-49dBm"
"56.992003557","-47dBm"
"57.706817974","-49dBm"
"60.370735127","-43dBm"
"61.184351578","-50dBm"
