"Time","signal strenght"
"0.320908604","-55dBm"
"0.423100433","-58dBm"
"0.525310306","-57dBm"
"3.904945623","-73dBm"
"4.009112644","-40dBm"
"4.621645426","-48dBm"
"7.488738801","-78dBm"
"7.591427010","-73dBm"
"8.308651185","-47dBm"
"10.972929984","-47dBm"
"11.072553561","-75dBm"
"11.174700016","-81dBm"
"11.892289764","-47dBm"
"14.554531601","-47dBm"
"14.661346818","-75dBm"
"14.758585278","-47dBm"
"15.270931712","-73dBm"
"15.475555463","-45dBm"
"18.138048515","-42dBm"
"18.240734235","-41dBm"
"18.247444590","-42dBm"
"18.854666254","-74dBm"
"18.957935174","-45dBm"
"21.620148429","-41dBm"
"21.722398592","-40dBm"
"21.824659547","-41dBm"
"22.541401584","-45dBm"
"25.204026965","-43dBm"
"25.316778099","-42dBm"
"25.408942112","-42dBm"
"26.125691438","-43dBm"
"28.787442990","-42dBm"
"28.889677806","-43dBm"
"29.504049854","-72dBm"
"29.607409277","-71dBm"
"32.371470228","-41dBm"
"32.473716783","-73dBm"
"33.190470482","-43dBm"
"34.112881267","-108dBm"
"35.967600983","-40dBm"
"36.057835000","-40dBm"
"36.672341402","-43dBm"
"36.774653750","-43dBm"
"39.437243721","-74dBm"
"39.539515211","-48dBm"
"39.641710964","-42dBm"
"40.256863883","-73dBm"
"40.359109608","-50dBm"
"41.382493843","-93dBm"
"43.020814381","-43dBm"
"43.124022940","-44dBm"
"43.227786446","-43dBm"
"43.840279427","-44dBm"
"43.943201291","-71dBm"
"46.606682297","-44dBm"
"46.707942568","-44dBm"
"47.321865381","-45dBm"
"47.425617519","-44dBm"
"47.526894924","-43dBm"
"50.188861581","-42dBm"
"50.292056159","-43dBm"
"51.010239542","-46dBm"
"53.670541062","-78dBm"
"53.772776008","-72dBm"
"53.878920321","-42dBm"
"54.489648898","-44dBm"
"54.593888746","-44dBm"
"57.255052708","-73dBm"
"57.295199436","-43dBm"
"57.319493608","-45dBm"
"57.320722752","-44dBm"
"57.335689386","-55dBm"
"57.360112746","-46dBm"
"58.075318039","-48dBm"
"58.176565595","-48dBm"
"60.839089141","-46dBm"
"60.941255713","-46dBm"
"61.555228677","-47dBm"
"61.657490884","-46dBm"
