"Time","signal strenght"
"0.142335336","-46dBm"
"0.346855463","-44dBm"
"0.962013959","-94dBm"
"3.726497275","-94dBm"
"3.829444887","-45dBm"
"3.930816800","-44dBm"
"4.647654760","-93dBm"
"7.315115412","-43dBm"
"7.412439292","-44dBm"
"8.027430645","-53dBm"
"8.231991250","-56dBm"
"10.894110584","-57dBm"
"10.996326833","-56dBm"
"11.816121866","-52dBm"
"14.375624896","-49dBm"
"14.394085851","-50dBm"
"14.400286065","-55dBm"
"14.401556331","-57dBm"
"14.477899044","-42dBm"
"14.490213239","-56dBm"
"14.491486832","-57dBm"
"14.495302385","-43dBm"
"14.496536470","-44dBm"
"14.499657633","-45dBm"
"14.585381387","-48dBm"
"17.959507574","-48dBm"
"18.164129235","-50dBm"
"18.778676424","-46dBm"
"18.881935010","-46dBm"
"21.543614199","-43dBm"
"21.645849143","-43dBm"
"22.261008478","-91dBm"
"22.465621359","-93dBm"
"25.025108521","-93dBm"
"25.128390880","-44dBm"
"25.241408819","-93dBm"
"25.947219585","-47dBm"
"28.610485941","-43dBm"
"28.825582197","-43dBm"
"29.428778058","-47dBm"
"32.193394320","-42dBm"
"32.295716900","-41dBm"
"32.910327689","-90dBm"
"33.114962069","-45dBm"
"35.777435649","-40dBm"
"36.596920103","-44dBm"
"39.259193504","-88dBm"
"39.361599891","-88dBm"
"39.463797118","-41dBm"
"40.078408375","-45dBm"
"43.559190661","-45dBm"
"43.662520122","-91dBm"
"46.426614810","-39dBm"
"46.528845682","-40dBm"
"47.246037606","-92dBm"
"47.348790943","-44dBm"
"49.908748738","-42dBm"
"49.935752837","-41dBm"
"49.950739007","-41dBm"
"49.954535387","-42dBm"
"49.955804694","-42dBm"
"49.957045607","-41dBm"
"49.958298245","-42dBm"
"49.959561735","-42dBm"
"49.960788223","-42dBm"
"49.962018012","-42dBm"
"49.963260934","-43dBm"
"49.993235694","-41dBm"
"49.994607722","-37dBm"
"49.996987228","-42dBm"
"49.998238979","-41dBm"
"49.999426265","-42dBm"
"50.000670582","-42dBm"
"50.001916510","-42dBm"
"50.015794354","-40dBm"
"50.113240137","-41dBm"
"50.123090385","-43dBm"
"50.727911808","-44dBm"
"50.830264958","-91dBm"
"53.595213032","-54dBm"
"53.697423557","-41dBm"
"54.311769943","-91dBm"
"54.413985070","-45dBm"
"57.076789982","-40dBm"
"57.179030879","-41dBm"
"57.793657121","-45dBm"
"57.895901809","-46dBm"
"58.003412414","-48dBm"
"60.666759212","-44dBm"
"60.763107064","-45dBm"
