"Time","signal strenght"
"0.437101003","-67dBm"
"3.202337647","-98dBm"
"3.919596729","-49dBm"
"6.786327506","-94dBm"
"6.888840732","-44dBm"
"7.502498482","-96dBm"
"10.268032427","-44dBm"
"10.370240427","-47dBm"
"10.472514680","-49dBm"
"11.088328100","-96dBm"
"11.188591302","-96dBm"
"13.851930880","-48dBm"
"13.954300990","-48dBm"
"14.060135619","-48dBm"
"14.671026388","-55dBm"
"17.435699957","-46dBm"
"18.151758308","-95dBm"
"21.019131370","-45dBm"
"21.121387650","-90dBm"
"21.943424817","-51dBm"
"24.499830383","-45dBm"
"24.608300688","-91dBm"
"24.705513548","-44dBm"
"25.322025976","-97dBm"
"28.802206683","-95dBm"
"28.904556923","-61dBm"
"29.006800153","-96dBm"
"31.669487375","-57dBm"
"31.771725169","-56dBm"
"32.488079911","-61dBm"
"35.150690350","-50dBm"
"35.261471648","-49dBm"
"35.355832844","-48dBm"
"36.071938577","-98dBm"
"38.734487332","-47dBm"
"39.556902991","-54dBm"
"42.318900565","-96dBm"
"42.421108987","-76dBm"
"43.035904189","-57dBm"
"43.140666353","-56dBm"
"43.253051323","-59dBm"
"45.800557683","-99dBm"
"45.915216174","-47dBm"
"46.004975266","-48dBm"
"46.721489775","-54dBm"
"49.383718432","-96dBm"
"49.486953271","-47dBm"
"49.589135596","-94dBm"
"52.968107847","-48dBm"
"53.004421645","-94dBm"
"53.070291663","-47dBm"
"53.787716339","-61dBm"
"56.552218875","-52dBm"
"56.654714928","-52dBm"
"57.371563372","-63dBm"
"60.136213738","-53dBm"
"60.238419505","-53dBm"
"60.853145428","-64dBm"
