"Time","signal strenght"
"1.791896858","-38dBm"
"5.171852061","-42dBm"
"5.990305882","-46dBm"
"12.339797558","-39dBm"
"15.820755946","-42dBm"
"15.924163093","-43dBm"
"16.026664842","-43dBm"
"19.404663691","-42dBm"
"19.610280436","-41dBm"
"23.091687942","-41dBm"
"23.200379766","-90dBm"
"26.779072004","-41dBm"
"30.259160451","-40dBm"
"33.740729061","-40dBm"
"33.855170731","-42dBm"
"40.806322916","-54dBm"
"40.908581536","-43dBm"
"44.390182753","-39dBm"
"44.492423515","-39dBm"
"45.107413631","-42dBm"
"47.871723797","-51dBm"
"47.974205294","-44dBm"
"48.076373739","-89dBm"
"51.455797708","-39dBm"
"51.660183798","-41dBm"
"52.377889898","-44dBm"
"55.142718548","-43dBm"
"55.859246939","-45dBm"
"55.963946962","-89dBm"
"58.631376612","-86dBm"
"59.340601605","-47dBm"
"59.442925853","-46dBm"
"65.689484315","-41dBm"
"65.794590981","-43dBm"
