"Time","signal strenght"
"2.631271752","-56dBm"
"2.733474486","-40dBm"
"6.112922757","-38dBm"
"6.215249510","-39dBm"
"6.317519267","-89dBm"
"9.696447783","-45dBm"
"10.413689431","-91dBm"
"10.515925247","-44dBm"
"13.284083548","-40dBm"
"13.383366069","-40dBm"
"16.762889488","-41dBm"
"16.967510765","-54dBm"
"20.451470896","-90dBm"
"20.550734620","-40dBm"
"21.063346857","-45dBm"
"21.165711162","-45dBm"
"23.930414288","-93dBm"
"24.851989992","-42dBm"
"27.514465066","-44dBm"
"27.616808412","-43dBm"
"30.995514832","-48dBm"
"35.399577586","-48dBm"
"38.163919293","-42dBm"
"38.266206872","-91dBm"
"38.883942736","-45dBm"
"38.983137958","-45dBm"
"39.085793154","-45dBm"
"41.747717791","-92dBm"
"41.849989240","-41dBm"
"45.229677912","-91dBm"
"45.331922150","-39dBm"
"46.151346830","-44dBm"
"48.813281418","-39dBm"
"49.632180875","-47dBm"
"49.735530031","-49dBm"
"56.805983036","-88dBm"
"56.807486110","-88dBm"
"56.811555827","-56dBm"
"56.818906343","-49dBm"
"56.902318485","-90dBm"
"56.903549827","-90dBm"
"56.904981780","-89dBm"
"59.463057226","-43dBm"
"59.667701743","-97dBm"
"60.283786661","-93dBm"
