"Time","signal strenght"
"0.914865534","-89dBm"
"1.017173817","-38dBm"
"4.498648625","-85dBm"
"4.601577777","-37dBm"
"5.215587988","-43dBm"
"7.980632810","-82dBm"
"8.018679389","-39dBm"
"8.082830685","-38dBm"
"8.164108537","-43dBm"
"8.188211958","-44dBm"
"8.189497876","-54dBm"
"8.190720596","-44dBm"
"8.799618466","-43dBm"
"8.904967920","-43dBm"
"11.567285980","-55dBm"
"11.666562722","-38dBm"
"12.383840566","-41dBm"
"12.419321271","-54dBm"
"12.420578080","-54dBm"
"12.439687330","-42dBm"
"12.442197828","-42dBm"
"15.151474198","-40dBm"
"15.250744238","-43dBm"
"15.968104463","-43dBm"
"18.629952815","-38dBm"
"18.834516888","-36dBm"
"22.218661429","-88dBm"
"22.419082545","-39dBm"
"23.033115167","-43dBm"
"25.903685166","-38dBm"
"26.514767286","-44dBm"
"26.617474947","-44dBm"
"26.719617822","-91dBm"
"29.382318255","-38dBm"
"29.485148001","-38dBm"
"30.303975353","-44dBm"
"33.068224825","-39dBm"
"36.447961696","-38dBm"
"36.550101500","-95dBm"
"36.652441133","-38dBm"
"40.031087615","-93dBm"
"40.134343901","-38dBm"
"40.953482418","-40dBm"
"43.615219366","-39dBm"
"43.717452648","-39dBm"
"44.536561270","-43dBm"
"47.097414151","-38dBm"
"47.199559610","-39dBm"
"47.301886355","-39dBm"
"47.919834915","-42dBm"
"48.018151474","-43dBm"
"50.681212871","-37dBm"
"50.783565780","-54dBm"
"50.885733579","-38dBm"
"51.510906723","-43dBm"
"51.602256828","-94dBm"
"54.264515663","-62dBm"
"54.367696534","-38dBm"
"54.975413969","-41dBm"
"54.981414996","-42dBm"
"55.017049861","-42dBm"
"55.065198447","-41dBm"
"55.086388242","-42dBm"
"55.087634000","-42dBm"
"55.088893774","-41dBm"
"55.090153031","-42dBm"
"55.092628103","-42dBm"
"55.093890377","-42dBm"
"55.096392114","-42dBm"
"55.097716881","-42dBm"
"55.186510429","-41dBm"
"57.849328194","-39dBm"
"57.951653917","-39dBm"
"61.433533911","-39dBm"
"61.535747210","-39dBm"
