"Time","signal strenght"
"1.501398159","-37dBm"
"1.605960332","-89dBm"
"4.983642092","-54dBm"
"5.085959512","-39dBm"
"8.673034900","-88dBm"
"8.774291431","-38dBm"
"15.735324491","-39dBm"
"15.837510040","-87dBm"
"16.554382222","-43dBm"
"19.319126058","-54dBm"
"23.620129167","-88dBm"
"26.487374609","-39dBm"
"30.070765962","-39dBm"
"33.450511876","-38dBm"
"33.552792196","-39dBm"
"33.582492377","-41dBm"
"37.033925797","-38dBm"
"37.137220182","-39dBm"
"37.964040869","-88dBm"
"44.304528306","-37dBm"
"45.533509467","-64dBm"
"47.684298531","-40dBm"
"47.786509347","-39dBm"
"47.888845953","-41dBm"
"51.370090361","-41dBm"
"55.568610420","-42dBm"
"62.019487847","-39dBm"
"65.603565820","-41dBm"
"68.983793858","-40dBm"
"69.085088153","-41dBm"
"69.187432652","-42dBm"
"72.669602735","-39dBm"
"76.867895038","-44dBm"
"77.072378053","-43dBm"
"79.840021427","-46dBm"
