"Time","signal strenght"
"2.751299720","-90dBm"
"3.365720292","-89dBm"
"3.467951136","-92dBm"
"6.232689547","-42dBm"
"13.297783876","-53dBm"
"16.780645709","-39dBm"
"16.881889203","-40dBm"
"16.986170207","-91dBm"
"21.080696322","-45dBm"
"23.947654614","-40dBm"
"31.014426053","-38dBm"
"31.218019470","-40dBm"
"34.699514756","-55dBm"
"41.669719062","-38dBm"
"41.765048301","-38dBm"
"45.246237973","-37dBm"
"45.348508911","-38dBm"
"48.937659321","-54dBm"
"52.311781851","-39dBm"
"55.896431889","-40dBm"
"56.100875663","-40dBm"
"59.479827272","-40dBm"
"59.591930113","-40dBm"
"66.647872629","-40dBm"
"66.750083789","-40dBm"
