"Time","signal strenght"
"1.643921446","-36dBm"
"5.125212621","-35dBm"
"5.227532380","-36dBm"
"5.329789023","-36dBm"
"5.946885195","-40dBm"
"8.709432135","-36dBm"
"8.812223048","-53dBm"
"9.425368974","-41dBm"
"12.293495546","-39dBm"
"12.395861845","-38dBm"
"15.877110233","-39dBm"
"15.979356616","-38dBm"
"19.358807447","-39dBm"
"19.461169576","-39dBm"
"23.045510160","-53dBm"
"26.629018221","-37dBm"
"27.346336506","-40dBm"
"30.008184626","-41dBm"
"30.214576011","-39dBm"
"33.592195262","-38dBm"
"37.187871233","-37dBm"
"40.657282146","-53dBm"
"40.759971452","-96dBm"
"40.777278256","-95dBm"
"40.778498085","-95dBm"
"40.779747569","-95dBm"
"40.788031211","-38dBm"
"40.797866498","-39dBm"
"40.799101311","-38dBm"
"40.800344363","-38dBm"
"40.801571800","-39dBm"
"40.802790814","-38dBm"
"40.804018398","-39dBm"
"40.805233555","-39dBm"
"40.806477165","-38dBm"
"40.807783797","-39dBm"
"40.809023422","-38dBm"
"40.865600802","-36dBm"
"41.579312073","-42dBm"
"44.241650336","-37dBm"
"44.345663116","-37dBm"
"44.446858490","-37dBm"
"44.958287918","-41dBm"
"47.825796763","-38dBm"
"47.928075554","-37dBm"
"51.307525336","-37dBm"
"51.512022023","-37dBm"
"54.891440543","-37dBm"
"55.000741216","-37dBm"
"55.098237036","-37dBm"
"55.710832949","-41dBm"
"58.475247808","-37dBm"
"58.581887762","-96dBm"
"59.397751922","-40dBm"
"62.058760651","-38dBm"
"62.161985348","-38dBm"
"62.877969612","-42dBm"
