"Time","signal strenght"
"0.000000000","-43dBm"
"0.101215882","-40dBm"
"0.203401154","-69dBm"
"2.764161979","-41dBm"
"2.866382732","-71dBm"
"2.968712529","-72dBm"
"3.583355989","-71dBm"
"6.347638067","-72dBm"
"6.452718086","-71dBm"
"6.550227117","-39dBm"
"7.166626406","-39dBm"
"7.269835533","-40dBm"
"9.932281156","-70dBm"
"10.034581108","-70dBm"
"10.852972691","-71dBm"
"13.516055165","-71dBm"
"13.618312025","-71dBm"
"14.232107544","-69dBm"
"15.209736919","-92dBm"
"15.212380450","-90dBm"
"15.214930289","-93dBm"
"15.217343489","-90dBm"
"15.218575956","-90dBm"
"15.221001508","-89dBm"
"15.222234565","-91dBm"
"15.256666341","-108dBm"
"15.279414376","-90dBm"
"15.281888953","-93dBm"
"15.284396940","-92dBm"
"16.996946014","-72dBm"
"17.100173226","-38dBm"
"17.713878069","-40dBm"
"17.816020755","-71dBm"
"17.919405982","-70dBm"
"20.581661825","-70dBm"
"20.683899602","-37dBm"
"21.299464615","-40dBm"
"21.400757701","-42dBm"
"21.503432368","-41dBm"
"24.063503729","-71dBm"
"24.166971309","-71dBm"
"24.268305488","-72dBm"
"24.881923741","-70dBm"
"27.647150578","-76dBm"
"27.749485562","-39dBm"
"28.363305204","-40dBm"
"28.466492561","-40dBm"
"28.568867845","-71dBm"
"31.231505158","-71dBm"
"31.333762157","-72dBm"
"31.365774597","-38dBm"
"31.947659093","-70dBm"
"32.049990758","-40dBm"
"34.715923004","-36dBm"
"34.815231665","-37dBm"
"34.917670754","-38dBm"
"35.531423209","-41dBm"
"35.637578874","-41dBm"
"38.296606858","-37dBm"
"38.399040434","-37dBm"
"38.999535273","-41dBm"
"39.013731190","-41dBm"
"39.090120382","-42dBm"
"39.110289878","-70dBm"
"41.880447181","-70dBm"
"41.982571144","-70dBm"
"42.597671557","-69dBm"
"42.699965113","-69dBm"
"45.362456897","-38dBm"
"45.464736802","-38dBm"
"45.567086309","-71dBm"
"46.091091444","-42dBm"
"46.181399504","-42dBm"
"46.283513589","-41dBm"
"48.945962358","-71dBm"
"49.048268157","-37dBm"
"49.662966523","-41dBm"
"49.765065963","-41dBm"
"52.427976392","-37dBm"
"52.530232312","-71dBm"
"52.632583783","-70dBm"
"53.247224089","-75dBm"
"53.349443359","-41dBm"
"54.264796347","-108dBm"
"54.373326712","-108dBm"
"56.011552007","-71dBm"
"56.113804631","-69dBm"
"56.216153237","-67dBm"
"56.831020697","-41dBm"
"56.933230013","-41dBm"
"59.595599713","-37dBm"
"59.697962920","-70dBm"
"60.312463097","-69dBm"
"60.517000174","-39dBm"
"63.179380811","-70dBm"
"63.281523271","-39dBm"
"63.999321391","-69dBm"
"64.101567322","-39dBm"
"65.023082976","-93dBm"
"66.661643502","-36dBm"
"66.764009809","-66dBm"
"66.871750253","-70dBm"
"67.480364494","-68dBm"
"67.582515281","-39dBm"
"70.245433162","-36dBm"
"70.347697614","-70dBm"
"70.961863681","-69dBm"
"71.066710888","-70dBm"
"73.829379435","-69dBm"
"73.931615379","-69dBm"
"74.546245862","-40dBm"
"74.648524287","-69dBm"
"74.750708074","-40dBm"
"75.672704224","-89dBm"
"77.310564669","-69dBm"
"77.412793061","-70dBm"
"77.527320185","-69dBm"
"78.132094124","-69dBm"
"80.894882450","-37dBm"
"80.997229760","-37dBm"
"81.611505573","-40dBm"
"81.713670173","-41dBm"
"81.817951471","-70dBm"
