"Time","signal strenght"
"0.602323233","-43dBm"
"0.708419866","-41dBm"
"0.807726268","-74dBm"
"3.469570082","-69dBm"
"3.572681007","-39dBm"
"4.391966299","-43dBm"
"6.951594785","-38dBm"
"7.053775306","-68dBm"
"7.156135314","-39dBm"
"7.770558997","-44dBm"
"10.534937140","-68dBm"
"10.638327803","-68dBm"
"10.692115535","-39dBm"
"10.710741347","-39dBm"
"11.361936111","-42dBm"
"11.457261289","-67dBm"
"14.119812108","-68dBm"
"14.222005975","-68dBm"
"14.836720341","-41dBm"
"14.939043341","-67dBm"
"15.041160551","-42dBm"
"15.860179284","-108dBm"
"15.962512095","-108dBm"
"16.064777434","-108dBm"
"17.703303882","-69dBm"
"17.805736934","-67dBm"
"18.522375337","-67dBm"
"19.546337429","-96dBm"
"21.184790951","-39dBm"
"21.287146982","-66dBm"
"21.389346457","-69dBm"
"22.015042261","-40dBm"
"22.106295777","-41dBm"
"23.027915347","-108dBm"
"23.131171754","-108dBm"
"24.721533618","-38dBm"
"24.741067123","-40dBm"
"24.871443406","-69dBm"
"25.486169535","-42dBm"
"25.588359571","-43dBm"
"25.690568597","-67dBm"
"28.352876842","-69dBm"
"28.455222546","-68dBm"
"29.070368032","-53dBm"
"29.172524929","-41dBm"
"30.094199920","-92dBm"
"30.196352066","-94dBm"
"31.834489619","-68dBm"
"31.936823168","-55dBm"
"32.039080108","-67dBm"
"32.763775445","-42dBm"
"35.418640399","-68dBm"
"35.520813470","-74dBm"
"36.237771128","-42dBm"
"36.343129009","-41dBm"
"37.159707866","-93dBm"
"39.002545563","-36dBm"
"39.104782220","-67dBm"
"39.719382167","-42dBm"
"40.787500919","-108dBm"
"40.807365670","-79dBm"
"40.809102684","-92dBm"
"40.810321301","-90dBm"
"40.812804943","-92dBm"
"40.845330869","-92dBm"
"42.483783133","-39dBm"
"42.587060621","-68dBm"
"42.649499741","-40dBm"
"42.652089310","-40dBm"
"42.653341572","-40dBm"
"42.689327719","-39dBm"
"43.405457812","-67dBm"
"46.068145977","-67dBm"
"46.170510568","-68dBm"
"46.786240916","-41dBm"
"46.833515384","-41dBm"
"46.834732877","-41dBm"
"46.835998882","-41dBm"
"46.837240911","-41dBm"
"46.839739115","-40dBm"
"49.549322613","-40dBm"
"49.652468214","-65dBm"
"49.754886245","-68dBm"
"50.369449232","-67dBm"
"50.471534471","-46dBm"
"53.133621748","-69dBm"
"53.235992207","-38dBm"
"53.338266356","-37dBm"
"53.850438681","-67dBm"
"53.952688958","-41dBm"
"54.054998721","-67dBm"
"54.874230444","-90dBm"
"54.976367315","-108dBm"
"55.079751066","-108dBm"
"56.642013918","-39dBm"
"56.643552338","-38dBm"
"56.656999018","-39dBm"
"56.658246829","-39dBm"
"56.659492498","-40dBm"
"56.677120169","-39dBm"
"56.717579309","-39dBm"
"56.819808343","-68dBm"
"57.440918137","-67dBm"
"57.537184549","-67dBm"
"57.639306282","-68dBm"
"60.199001246","-37dBm"
"60.302133627","-38dBm"
"60.404513087","-38dBm"
"61.018151463","-67dBm"
"61.121286522","-65dBm"
"63.783602078","-68dBm"
"63.885960888","-38dBm"
"64.499826825","-41dBm"
"64.705292442","-67dBm"
"67.367847330","-67dBm"
"67.470077805","-68dBm"
"67.527586837","-68dBm"
"70.848370727","-67dBm"
"70.951649090","-68dBm"
"71.054036963","-64dBm"
"71.667739700","-67dBm"
"74.432979203","-36dBm"
"74.535303171","-69dBm"
"74.637578026","-69dBm"
"75.252043448","-40dBm"
"76.173995253","-108dBm"
"76.276097186","-108dBm"
"76.378460634","-108dBm"
"78.017146637","-69dBm"
"78.119383186","-69dBm"
"78.747404616","-68dBm"
"78.835611267","-39dBm"
"81.498609367","-37dBm"
"81.600819415","-66dBm"
"81.703156352","-69dBm"
"82.318114868","-68dBm"
"82.420224473","-40dBm"
"83.342139913","-108dBm"
"83.445901678","-92dBm"
"83.465789817","-114dBm"
"83.471963491","-108dBm"
"83.485881260","-108dBm"
"83.506004916","-93dBm"
"85.082478548","-69dBm"
"85.184869949","-67dBm"
"85.799059912","-67dBm"
"85.901149985","-67dBm"
"86.004487305","-41dBm"
"88.667052402","-68dBm"
"88.769282857","-38dBm"
"89.382967117","-41dBm"
"89.485205499","-67dBm"
"89.588417204","-41dBm"
"90.407206530","-108dBm"
"92.148070524","-67dBm"
"92.250399374","-36dBm"
"92.352747058","-68dBm"
"93.991182835","-108dBm"
"95.731760254","-65dBm"
"95.834111167","-68dBm"
"96.448691389","-67dBm"
"96.593917177","-41dBm"
"99.315981026","-68dBm"
"99.418316357","-68dBm"
"100.138911147","-41dBm"
"100.154793072","-41dBm"
"100.237543999","-67dBm"
"102.798056502","-38dBm"
"102.900294280","-68dBm"
"103.002697402","-39dBm"
"103.740334851","-65dBm"
"103.741605182","-43dBm"
"103.742980745","-43dBm"
"103.760709039","-43dBm"
"106.381452844","-40dBm"
"106.483711263","-68dBm"
"107.302850889","-67dBm"
"109.965795030","-38dBm"
"110.056986829","-40dBm"
"110.067945940","-40dBm"
"110.076624967","-39dBm"
"110.682902538","-67dBm"
"110.785141724","-65dBm"
"110.887437387","-68dBm"
"113.447096472","-68dBm"
"113.549339416","-67dBm"
"113.651564251","-67dBm"
"114.266629150","-67dBm"
"114.328122184","-41dBm"
"117.031090654","-37dBm"
"117.133421445","-68dBm"
"117.953011370","-67dBm"
"118.772563170","-108dBm"
"120.615407868","-68dBm"
"120.717600983","-68dBm"
"121.332348748","-67dBm"
"121.434701567","-67dBm"
"122.458071128","-108dBm"
"124.086728882","-67dBm"
"124.087971938","-65dBm"
"124.089234523","-67dBm"
"124.090452004","-68dBm"
"124.091699806","-67dBm"
"124.092970047","-68dBm"
"124.094209090","-68dBm"
"124.095558728","-69dBm"
"124.096775636","-68dBm"
"124.098016547","-67dBm"
"124.099205948","-68dBm"
"124.100698797","-68dBm"
"124.106526428","-39dBm"
"124.107813749","-38dBm"
"124.110304045","-38dBm"
"124.111547779","-38dBm"
"124.112760304","-39dBm"
"124.114008628","-38dBm"
"124.115211373","-38dBm"
"124.126530822","-39dBm"
"124.127775972","-38dBm"
"124.129010017","-38dBm"
"124.130247309","-38dBm"
"124.131471233","-38dBm"
"124.132702795","-38dBm"
"124.133939773","-38dBm"
"124.135161823","-38dBm"
"124.136386964","-38dBm"
"124.198854877","-68dBm"
"124.301313953","-41dBm"
"124.916313658","-67dBm"
"125.018550425","-42dBm"
"125.940227547","-92dBm"
"127.680938430","-74dBm"
"127.783241808","-38dBm"
"128.500053200","-42dBm"
"128.602425080","-67dBm"
